,split,goldblue,goldred,bTowers,rTowers,bKills,rKills,bResult,rResult
4617,"9070    2019-2P
Name: split, dtype: object",61149,53858,10,4,18,8,1,0
4618,"9082    2019-2P
Name: split, dtype: object",68926,60066,9,3,18,17,1,0
4619,"9094    2019-2P
Name: split, dtype: object",83545,81138,7,9,12,3,1,0
4620,"9106    2019-2P
Name: split, dtype: object",50304,62670,2,11,9,20,0,1
4621,"9118    2019-2P
Name: split, dtype: object",57765,46939,10,2,15,6,1,0
4622,"9130    2019-2
Name: split, dtype: object",55733,61066,4,9,4,9,0,1
4623,"9142    2019-2
Name: split, dtype: object",56971,46104,8,1,19,9,1,0
4624,"9154    2019-2
Name: split, dtype: object",64599,56030,11,3,20,12,1,0
4625,"9166    2019-2
Name: split, dtype: object",49169,58164,4,8,4,13,0,1
4626,"9178    2019-2
Name: split, dtype: object",51112,37189,9,1,15,2,1,0
4627,"9190    2019-2
Name: split, dtype: object",72566,54931,10,0,22,9,1,0
4628,"9202    2019-2
Name: split, dtype: object",55193,61760,2,9,7,13,0,1
4629,"9214    2019-2
Name: split, dtype: object",56622,73534,2,10,1,8,0,1
4630,"9226    2019-2
Name: split, dtype: object",61786,66475,3,7,8,11,0,1
4631,"9238    2019-2
Name: split, dtype: object",58244,68879,1,11,7,16,0,1
4632,"9250    2019-2
Name: split, dtype: object",58404,44634,11,1,15,3,1,0
4633,"9262    2019-2
Name: split, dtype: object",61704,55910,9,1,19,15,1,0
4634,"9274    2019-2
Name: split, dtype: object",55488,52380,8,5,11,9,1,0
4635,"9286    2019-2
Name: split, dtype: object",58021,42209,10,1,19,2,1,0
4636,"9298    2019-2
Name: split, dtype: object",59116,54421,7,2,14,12,1,0
4637,"9310    2019-2
Name: split, dtype: object",69407,52952,9,0,19,5,1,0
4638,"9322    2019-2
Name: split, dtype: object",74555,61950,10,3,16,2,1,0
4639,"9334    2019-2
Name: split, dtype: object",45144,61437,1,11,1,17,0,1
4640,"9346    2019-2
Name: split, dtype: object",75551,65090,10,3,18,11,1,0
4641,"9358    2019-2
Name: split, dtype: object",57789,50412,11,1,5,4,1,0
4642,"9370    2019-2
Name: split, dtype: object",38236,52165,0,11,3,12,0,1
4643,"9382    2019-2
Name: split, dtype: object",62691,56941,9,5,24,13,1,0
4644,"9394    2019-2
Name: split, dtype: object",63691,44460,10,1,35,10,1,0
4645,"9406    2019-2
Name: split, dtype: object",48343,35451,8,1,22,5,1,0
4646,"9418    2019-2
Name: split, dtype: object",52315,42721,7,1,7,2,1,0
4647,"9430    2019-2
Name: split, dtype: object",97488,88265,11,3,24,14,1,0
4648,"9442    2019-2
Name: split, dtype: object",52435,56305,3,7,17,15,0,1
4649,"9454    2019-2
Name: split, dtype: object",49501,58529,3,9,8,16,0,1
4650,"9466    2019-2
Name: split, dtype: object",66977,64563,6,6,20,24,0,1
4651,"9478    2019-2
Name: split, dtype: object",45672,50965,4,7,13,22,0,1
4652,"9490    2019-2
Name: split, dtype: object",56187,65797,3,8,12,24,0,1
4653,"9502    2019-2
Name: split, dtype: object",53111,39716,10,0,12,3,1,0
4654,"9514    2019-2
Name: split, dtype: object",56556,40299,11,0,16,5,1,0
4655,"9526    2019-2
Name: split, dtype: object",43212,55069,1,10,5,20,0,1
4656,"9538    2019-2
Name: split, dtype: object",59842,69681,3,11,10,17,0,1
4657,"9550    2019-2
Name: split, dtype: object",80267,80228,9,3,26,27,1,0
4658,"9562    2019-2
Name: split, dtype: object",64055,69547,3,7,8,12,0,1
4659,"9574    2019-2
Name: split, dtype: object",67696,61217,8,3,14,8,1,0
4660,"9586    2019-2
Name: split, dtype: object",45859,38881,7,3,12,10,1,0
4661,"9598    2019-2
Name: split, dtype: object",54873,61634,3,9,10,22,0,1
4662,"9610    2019-2
Name: split, dtype: object",63745,74638,2,9,11,22,0,1
4663,"9622    2019-2
Name: split, dtype: object",49233,51477,4,7,18,19,0,1
4664,"9634    2019-2
Name: split, dtype: object",45040,54397,3,7,6,16,0,1
4665,"9646    2019-2
Name: split, dtype: object",52994,36778,11,0,22,6,1,0
4666,"9658    2019-2
Name: split, dtype: object",68122,55044,11,1,21,7,1,0
4667,"9670    2019-2
Name: split, dtype: object",55500,64099,3,8,13,23,0,1
4668,"9682    2019-2
Name: split, dtype: object",72851,60912,11,2,22,12,1,0
4669,"9694    2019-2
Name: split, dtype: object",52447,61224,3,9,6,16,0,1
4670,"9706    2019-2
Name: split, dtype: object",71370,78635,7,11,12,23,0,1
4671,"9718    2019-2
Name: split, dtype: object",48495,60191,3,7,7,19,0,1
4672,"9730    2019-2
Name: split, dtype: object",53960,63525,1,11,5,14,0,1
4673,"9742    2019-2
Name: split, dtype: object",56654,48268,11,3,16,15,1,0
4674,"9754    2019-2
Name: split, dtype: object",60400,48059,10,2,19,6,1,0
4675,"9766    2019-2
Name: split, dtype: object",65593,70752,4,7,9,15,0,1
4676,"9778    2019-2
Name: split, dtype: object",54320,50053,7,3,11,3,1,0
4677,"9790    2019-2
Name: split, dtype: object",74963,77171,8,8,14,14,1,0
4678,"9802    2019-2
Name: split, dtype: object",52092,61805,2,10,5,15,0,1
4679,"9814    2019-2
Name: split, dtype: object",63913,51208,11,1,12,6,1,0
4680,"9826    2019-2
Name: split, dtype: object",52331,60848,3,11,4,12,0,1
4681,"9838    2019-2
Name: split, dtype: object",41055,53082,3,9,5,17,0,1
4682,"9850    2019-2
Name: split, dtype: object",74431,87634,4,10,14,27,0,1
4683,"9862    2019-2
Name: split, dtype: object",56940,50828,7,2,16,5,1,0
4684,"9874    2019-2
Name: split, dtype: object",53978,63219,3,10,8,23,0,1
4685,"9886    2019-2
Name: split, dtype: object",60377,64553,4,7,4,11,0,1
4686,"9898    2019-2
Name: split, dtype: object",74696,64766,8,4,17,10,1,0
4687,"9910    2019-2
Name: split, dtype: object",60243,72215,3,10,5,16,0,1
4688,"9922    2019-2
Name: split, dtype: object",45778,54463,0,8,2,14,0,1
4689,"9934    2019-2
Name: split, dtype: object",89235,99533,6,11,11,14,0,1
4690,"9946    2019-2
Name: split, dtype: object",59518,45041,9,1,14,3,1,0
4691,"9958    2019-2
Name: split, dtype: object",50550,66100,1,9,2,11,0,1
4692,"9970    2019-2
Name: split, dtype: object",50336,67132,1,11,2,18,0,1
4693,"9982    2019-2
Name: split, dtype: object",64432,71719,5,10,18,18,0,1
4694,"9994    2019-2
Name: split, dtype: object",68283,53155,11,0,9,5,1,0
4695,"10006    2019-2
Name: split, dtype: object",84998,85971,6,10,24,17,0,1
4696,"10018    2019-2
Name: split, dtype: object",93776,98271,10,9,20,19,0,1
4697,"10030    2019-2
Name: split, dtype: object",58199,69690,2,9,3,14,0,1
4698,"10042    2019-2
Name: split, dtype: object",78019,67682,10,2,15,7,1,0
4699,"10054    2019-2
Name: split, dtype: object",70491,62808,3,2,14,6,1,0
4700,"10066    2019-2
Name: split, dtype: object",47100,58244,3,11,3,21,0,1
4701,"10078    2019-2
Name: split, dtype: object",70990,78959,3,11,18,21,0,1
4702,"10090    2019-2
Name: split, dtype: object",54202,64702,3,9,4,16,0,1
4703,"10102    2019-2
Name: split, dtype: object",57451,44027,11,2,22,4,1,0
4704,"10114    2019-2
Name: split, dtype: object",49910,67032,2,9,26,49,0,1
4705,"10126    2019-2
Name: split, dtype: object",66364,56919,10,4,41,25,1,0
4706,"10138    2019-2
Name: split, dtype: object",53567,60124,3,8,10,15,0,1
4707,"10150    2019-2
Name: split, dtype: object",72175,55725,11,2,27,9,1,0
4708,"10162    2019-2
Name: split, dtype: object",54179,47690,9,5,22,16,1,0
4709,"10174    2019-2P
Name: split, dtype: object",59759,50121,11,1,8,2,1,0
4710,"10186    2019-2P
Name: split, dtype: object",71978,74557,10,9,16,20,0,1
4711,"10198    2019-2P
Name: split, dtype: object",84191,92807,6,10,18,25,0,1
4712,"10210    2019-2
Name: split, dtype: object",67859,58195,10,0,9,8,1,0
4713,"10222    2019-2
Name: split, dtype: object",53277,47064,7,2,14,8,1,0
4714,"10234    2019-2
Name: split, dtype: object",61334,50351,9,0,14,4,1,0
4715,"10246    2019-2
Name: split, dtype: object",45135,59071,0,9,0,11,0,1
4716,"10258    2019-2
Name: split, dtype: object",60189,49615,9,1,13,10,1,0
4717,"10270    2019-2P
Name: split, dtype: object",66768,48405,10,0,26,10,1,0
4718,"10282    2019-2P
Name: split, dtype: object",51985,61164,2,10,13,25,0,1
4719,"10294    2019-2P
Name: split, dtype: object",52587,42083,9,2,12,4,1,0
4720,"10306    2019-2P
Name: split, dtype: object",69791,60867,10,2,15,6,1,0
4721,"10318    2019-2P
Name: split, dtype: object",68114,54987,10,3,10,4,1,0
4722,"10330    2019-2
Name: split, dtype: object",56010,42531,11,2,20,6,1,0
4723,"10342    2019-2
Name: split, dtype: object",51451,61446,5,10,14,27,0,1
4724,"10354    2019-2
Name: split, dtype: object",62301,48758,11,1,15,6,1,0
4725,"10366    2019-2
Name: split, dtype: object",47310,59339,2,9,5,15,0,1
4726,"10378    2019-2
Name: split, dtype: object",88056,91504,7,7,18,20,1,0
4727,"10390    2019-2
Name: split, dtype: object",40765,53274,2,8,7,21,0,1
4728,"10402    2019-2
Name: split, dtype: object",50785,37495,8,0,18,2,1,0
4729,"10414    2019-2
Name: split, dtype: object",54851,66175,1,9,10,17,0,1
4730,"10426    2019-2
Name: split, dtype: object",82440,75796,9,6,14,14,1,0
4731,"10438    2019-2
Name: split, dtype: object",66341,54863,10,0,10,4,1,0
4732,"10450    2019-2
Name: split, dtype: object",60830,53690,8,2,19,12,1,0
4733,"10462    2019-2
Name: split, dtype: object",75401,68003,10,5,17,15,1,0
4734,"10474    2019-2
Name: split, dtype: object",39616,54781,1,10,13,26,0,1
4735,"10486    2019-2
Name: split, dtype: object",67676,67247,8,5,14,9,1,0
4736,"10498    2019-2
Name: split, dtype: object",53449,39150,10,0,16,2,1,0
4737,"10510    2019-2
Name: split, dtype: object",50058,64872,1,11,3,20,0,1
4738,"10522    2019-2
Name: split, dtype: object",60506,44425,10,1,27,7,1,0
4739,"10534    2019-2
Name: split, dtype: object",61641,68307,3,9,14,22,0,1
4740,"10546    2019-2
Name: split, dtype: object",71274,56994,10,1,21,12,1,0
4741,"10558    2019-2
Name: split, dtype: object",70990,60813,10,4,10,7,1,0
4742,"10570    2019-2
Name: split, dtype: object",47577,59093,2,10,12,23,0,1
4743,"10582    2019-2
Name: split, dtype: object",42087,57667,1,10,13,36,0,1
4744,"10594    2019-2
Name: split, dtype: object",64873,77944,2,11,5,24,0,1
4745,"10606    2019-2
Name: split, dtype: object",62482,72048,3,11,10,18,0,1
4746,"10618    2019-2
Name: split, dtype: object",60000,66564,3,11,12,18,0,1
4747,"10630    2019-2
Name: split, dtype: object",62875,50129,8,2,24,12,1,0
4748,"10642    2019-2
Name: split, dtype: object",78097,60823,9,1,29,15,1,0
4749,"10654    2019-2
Name: split, dtype: object",33240,43311,1,7,4,19,0,1
4750,"10666    2019-2
Name: split, dtype: object",55600,41000,9,3,19,5,1,0
4751,"10678    2019-2
Name: split, dtype: object",39147,55333,2,11,4,18,0,1
4752,"10690    2019-2
Name: split, dtype: object",48525,61245,1,10,16,30,0,1
4753,"10702    2019-2P
Name: split, dtype: object",65091,75163,2,11,9,21,0,1
4754,"10714    2019-2P
Name: split, dtype: object",50705,58897,2,9,2,7,0,1
4755,"10726    2019-2P
Name: split, dtype: object",63838,73043,3,10,10,24,0,1
4756,"10738    2019-2P
Name: split, dtype: object",53701,60793,3,7,10,16,0,1
4757,"10750    2019-2P
Name: split, dtype: object",56971,68334,2,10,6,21,0,1
4758,"10762    2019-2P
Name: split, dtype: object",54881,39362,9,2,30,5,1,0
4759,"10774    2019-2P
Name: split, dtype: object",54304,39511,10,1,22,5,1,0
4760,"10786    2019-2P
Name: split, dtype: object",54166,45024,9,2,17,7,1,0
4761,"10798    2019-2P
Name: split, dtype: object",44245,48561,3,7,5,11,0,1
4762,"10810    2019-2P
Name: split, dtype: object",48944,35775,10,1,18,4,1,0
4763,"10822    2019-2P
Name: split, dtype: object",60899,68931,3,11,16,32,0,1
4764,"10834    2019-2P
Name: split, dtype: object",70031,70625,4,7,23,20,0,1
4765,"10846    2019-2P
Name: split, dtype: object",61730,72427,3,11,12,31,0,1
4766,"10858    2019-2P
Name: split, dtype: object",59818,70808,3,11,11,24,0,1
4767,"10870    2019-2P
Name: split, dtype: object",61158,43545,11,0,27,6,1,0
4768,"10882    2019-2P
Name: split, dtype: object",64878,52046,11,2,19,10,1,0
4769,"10894    2019-2P
Name: split, dtype: object",51123,38383,11,0,15,1,1,0
4770,"10906    2019-2P
Name: split, dtype: object",53354,61707,3,9,5,13,0,1
4771,"10918    2019-2P
Name: split, dtype: object",81543,72983,10,3,12,8,1,0
4772,"10930    2019-2P
Name: split, dtype: object",67530,81853,4,10,10,19,0,1
4773,"10942    2019-2P
Name: split, dtype: object",44072,60501,0,10,5,27,0,1
4774,"10954    2019-2P
Name: split, dtype: object",59497,47059,11,0,13,9,1,0
4775,"10966    2019-2P
Name: split, dtype: object",64057,49982,9,1,30,16,1,0
4776,"10978    2019-2P
Name: split, dtype: object",41694,52466,3,8,10,22,0,1
4777,"10990    2019-2P
Name: split, dtype: object",52436,60427,2,9,10,15,0,1
4778,"11002    2019-2P
Name: split, dtype: object",63222,46225,11,1,24,4,1,0
4779,"11014    2019-2P
Name: split, dtype: object",77086,90659,3,9,10,14,0,1
4780,"11026    2019-2P
Name: split, dtype: object",66019,54248,11,2,17,9,1,0
4781,"11038    2019-2P
Name: split, dtype: object",66840,66148,5,6,9,6,0,1
4782,"11050    2019-2P
Name: split, dtype: object",79736,64828,11,2,20,12,1,0
4783,"11062    2019-2P
Name: split, dtype: object",66627,53031,10,2,17,6,1,0
4784,"11074    2019-2P
Name: split, dtype: object",52403,42226,11,1,9,3,1,0
4785,"11086    2019-2P
Name: split, dtype: object",61131,55572,8,2,22,12,1,0
4786,"11098    2019-2P
Name: split, dtype: object",74530,68918,8,4,15,13,1,0
4787,"11110    2019-2P
Name: split, dtype: object",70854,67408,9,3,16,8,1,0
4788,"11122    2019-2P
Name: split, dtype: object",59161,53059,8,3,16,11,1,0
4789,"11134    2019-2P
Name: split, dtype: object",49114,60152,1,11,6,15,0,1
4790,"11146    2019-2P
Name: split, dtype: object",65425,55556,11,2,25,14,1,0
4791,"11158    2019-2P
Name: split, dtype: object",54491,43162,9,2,17,4,1,0
4792,"11170    2019-2P
Name: split, dtype: object",57525,48750,9,2,14,5,1,0
4793,"11182    2019-2P
Name: split, dtype: object",53057,39296,8,3,18,1,1,0
4794,"11194    2019-2P
Name: split, dtype: object",61131,51018,11,2,12,1,1,0
4795,"11206    2019-2P
Name: split, dtype: object",59983,47056,10,2,13,2,1,0
4796,"11218    2019-2P
Name: split, dtype: object",58996,51332,10,4,16,6,1,0
4797,"11230    2019-2P
Name: split, dtype: object",50993,44597,8,1,8,5,1,0
4798,"11242    2019-2P
Name: split, dtype: object",54891,46255,7,1,15,6,1,0
4799,"11254    2019-2P
Name: split, dtype: object",61231,63135,3,6,16,22,0,1
4800,"11266    2019-2P
Name: split, dtype: object",49289,53421,4,6,6,14,0,1
4801,"11278    2019-2P
Name: split, dtype: object",76911,79439,7,10,24,24,0,1
4802,"11290    2019-2P
Name: split, dtype: object",61501,52491,9,3,13,5,1,0
4803,"11302    2019-2P
Name: split, dtype: object",65376,72814,4,11,5,11,0,1
4804,"11314    2019-2P
Name: split, dtype: object",65851,56003,11,3,19,11,1,0
4805,"11326    2019-2P
Name: split, dtype: object",55635,41101,10,1,14,4,1,0
4806,"11338    2019-2P
Name: split, dtype: object",55693,39178,11,0,17,2,1,0
4807,"11350    2019-2P
Name: split, dtype: object",47885,57904,4,8,9,16,0,1
4808,"11362    2019-2P
Name: split, dtype: object",58205,70693,1,11,13,24,0,1
4809,"11374    2019-2P
Name: split, dtype: object",56033,43593,7,1,30,9,1,0
4810,"11386    2019-2P
Name: split, dtype: object",51365,41124,8,1,14,3,1,0
4811,"11398    2019-2P
Name: split, dtype: object",53849,65918,2,9,7,16,0,1
4812,"11410    2019-2P
Name: split, dtype: object",71678,79335,8,9,11,23,0,1
4813,"11422    2019-2P
Name: split, dtype: object",68306,69574,6,7,13,21,0,1
4814,"11434    2019-2P
Name: split, dtype: object",66249,55753,9,1,10,0,1,0
4815,"11446    2019-2P
Name: split, dtype: object",67808,58904,10,3,8,2,1,0
4816,"11458    2019-2P
Name: split, dtype: object",58058,69588,1,10,4,12,0,1
4817,"11470    2019-2P
Name: split, dtype: object",59402,44488,11,1,21,4,1,0
4818,"11482    2019-2P
Name: split, dtype: object",58167,45842,8,2,25,10,1,0
4819,"11494    2019-2P
Name: split, dtype: object",59770,53518,9,5,17,13,1,0
4820,"11506    2019-2P
Name: split, dtype: object",77604,73330,8,8,28,22,1,0
4821,"11518    2019-2P
Name: split, dtype: object",38584,50319,1,8,6,18,0,1
4822,"11530    2019-2P
Name: split, dtype: object",45000,30282,9,0,27,7,1,0
4823,"11542    2019-2P
Name: split, dtype: object",45921,53157,2,6,1,9,0,1
4824,"11554    2019-2P
Name: split, dtype: object",48302,65633,2,11,6,18,0,1
4825,"11566    2019-2P
Name: split, dtype: object",57746,44791,9,1,14,6,1,0
4826,"11578    2019-2P
Name: split, dtype: object",50673,37135,7,0,15,2,1,0
4827,"11590    2019-2P
Name: split, dtype: object",72106,65456,7,2,22,9,1,0
4828,"11602    2019-2P
Name: split, dtype: object",60609,72208,1,10,9,18,0,1
4829,"11614    2019-2P
Name: split, dtype: object",60348,70730,2,8,6,20,0,1
4830,"11626    2019-2P
Name: split, dtype: object",67545,73446,2,9,9,16,0,1
4831,"11638    2019-2P
Name: split, dtype: object",83326,78606,10,4,15,8,1,0
4832,"11650    2019-2P
Name: split, dtype: object",49781,36266,7,0,11,0,1,0
4833,"11662    2019-2P
Name: split, dtype: object",56684,66629,3,9,5,11,0,1
4834,"11674    2019-2P
Name: split, dtype: object",53116,40828,11,2,17,5,1,0
4835,"11686    2019-2RQ
Name: split, dtype: object",71408,71160,7,4,9,11,1,0
4836,"11698    2019-2RQ
Name: split, dtype: object",40412,54365,1,9,0,12,0,1
4837,"11710    2019-2RQ
Name: split, dtype: object",47586,59095,3,10,3,19,0,1
4838,"11722    2019-2RQ
Name: split, dtype: object",51234,37222,8,1,22,3,1,0
4839,"11734    2019-2RQ
Name: split, dtype: object",97657,102319,8,8,12,12,0,1
4840,"11746    2019-2RQ
Name: split, dtype: object",66542,55148,11,3,11,2,1,0
4841,"11758    2019-2RQ
Name: split, dtype: object",52653,61623,0,7,5,8,0,1
4842,"11770    2019-2RQ
Name: split, dtype: object",63025,47049,11,0,18,5,1,0
4843,"11782    2019-2RQ
Name: split, dtype: object",54657,66990,2,10,6,20,0,1
4844,"11794    2019-2RQ
Name: split, dtype: object",56671,48443,9,0,12,8,1,0
4845,"11806    2019-2RQ
Name: split, dtype: object",43187,57282,0,9,2,16,0,1
4846,"11818    2019-2RQ
Name: split, dtype: object",49485,61119,3,9,7,23,0,1
4847,"11830    2019-2RQ
Name: split, dtype: object",38888,50712,2,7,5,19,0,1
4848,"11842    2019-2RQ
Name: split, dtype: object",70101,64398,9,4,18,14,1,0
4849,"11854    2019-2RQ
Name: split, dtype: object",36503,56723,0,11,2,22,0,1
4850,"11866    2019-2RQ
Name: split, dtype: object",80643,80869,4,8,15,19,0,1
4851,"11878    2019-2RQ
Name: split, dtype: object",35983,49407,0,10,2,12,0,1
4852,"11890    2019-2P
Name: split, dtype: object",44400,54899,3,9,5,11,0,1
4853,"11902    2019-2P
Name: split, dtype: object",70821,56586,11,2,18,11,1,0
4854,"11914    2019-2P
Name: split, dtype: object",74740,59563,11,1,19,7,1,0
4855,"11926    2019-2P
Name: split, dtype: object",50123,64244,2,8,6,26,0,1
4856,"11938    2019-2P
Name: split, dtype: object",60729,67201,4,9,8,11,0,1
4857,"11950    2019-2P
Name: split, dtype: object",51529,63762,4,11,9,27,0,1
4858,"11962    2019-2P
Name: split, dtype: object",51882,43893,9,3,14,3,1,0
4859,"11974    2019-2P
Name: split, dtype: object",47856,38301,8,1,8,1,1,0
4860,"11986    2019-2RQ
Name: split, dtype: object",44433,60374,0,11,0,14,0,1
4861,"11998    2019-2RQ
Name: split, dtype: object",56071,43310,10,1,19,9,1,0
4862,"12010    2019-2RQ
Name: split, dtype: object",68939,55543,11,2,20,4,1,0
4863,"12022    2019-2RQ
Name: split, dtype: object",75370,74549,8,8,20,17,1,0
4864,"12034    2019-2P
Name: split, dtype: object",53464,68125,3,10,14,23,0,1
4865,"12046    2019-2P
Name: split, dtype: object",56004,41436,10,1,21,4,1,0
4866,"12058    2019-2P
Name: split, dtype: object",66950,82642,0,11,9,16,0,1
4867,"12070    2019-2P
Name: split, dtype: object",49292,59415,3,10,5,17,0,1
4868,"12082    2019-2P
Name: split, dtype: object",71099,58272,11,2,26,13,1,0
4869,"12094    2019-2RQ
Name: split, dtype: object",67125,61906,8,5,17,13,1,0
4870,"12106    2019-2RQ
Name: split, dtype: object",68823,70763,7,10,13,21,0,1
4871,"12118    2019-2RQ
Name: split, dtype: object",45638,59911,2,9,5,14,0,1
4872,"12130    2019-2RQ
Name: split, dtype: object",64212,53433,8,2,10,6,1,0
4873,"12142    2019-2RQ
Name: split, dtype: object",54730,66569,4,9,7,18,0,1
4874,"12154    2019-2P
Name: split, dtype: object",58185,57836,7,9,6,8,0,1
